cent_price_cor,cent_trans_cor
-0.20688077573682928,-1.19702557595435
-0.20093753356476832,-1.2395953106760413
-0.19715614742489646,-1.392920905832153
-0.20957913122102675,-1.1205786791090735
-0.20564294501029068,-1.1459607286662081
-0.2047529077116695,-1.371788863189348
-0.2094352247985159,-1.2580301022158569
-0.21192293016006145,-1.0228953087276063
-0.21555087897340625,-1.1761553542332661
-0.20002886382985358,-1.0141875326851555
-0.21237870173987086,-1.2790537319693756
-0.19403215636617552,-1.1281829245899329
-0.21071485693614483,-1.078430591727847
-0.19947926404136937,-1.111825372466518
-0.1960047660432903,-1.122746119070627
-0.2029822297273895,-1.2490743409808944
-0.20207326348265958,-1.1467692638168898
-0.1985398362970041,-1.1411610105913803
-0.21237741630776286,-1.0934165471508346
-0.2006767431610807,-1.3830095403776888
-0.20747192130472522,-1.5042538464382955
-0.2037399026475867,-1.2104436723986711
-0.1959276070442207,-1.2053411837761714
-0.20016439633912417,-1.2952335923982272
-0.20544185779930219,-1.3697500992415421
-0.20161382495153116,-1.5042957564685084
-0.19746585153104057,-1.0543796360525317
-0.2005643310144629,-1.179842402545807
-0.20044324940909972,-1.3150846436170405
-0.20614864771081778,-1.337485905429756
-0.20240617146722006,-1.2393496038345417
-0.19917116746798566,-1.2027855606425888
-0.20176018006012156,-1.3372888602106903
-0.19674120627520822,-1.245928790185169
-0.20593014339337207,-1.3922199110373263
-0.2044445866113651,-1.4677977121928194
-0.19821952483373592,-1.1896377749904763
-0.2087085212161733,-1.195123833531695
-0.19140675531311718,-1.2487497504254175
-0.20097037545908697,-1.3426581451015356
-0.20360219004673233,-1.2185150325750769
-0.20450773549506945,-1.2860241380041155
-0.20521607018712637,-1.034350209045214
-0.20654516636269804,-1.1408855682773995
-0.20059132726967074,-0.9765250361778062
-0.1988314172949797,-1.1088897975622865
-0.20459164724550893,-1.3310222058924148
-0.1981379524819614,-1.1962457728126599
-0.19760857162455026,-1.0878995955077644
-0.20811471232064346,-1.174085539022356
-0.19681033298441172,-1.0689332596929422
-0.197703560279421,-1.1587229264618144
-0.20089269565601187,-1.3599354457948072
-0.20861460977077434,-1.2361268897835223
-0.2040263692759995,-1.1645220064059962
-0.2097408283949679,-1.5235945268589055
-0.20479508532671695,-1.3441048188692293
-0.21003384404604475,-1.4111425209726582
-0.2042546629108641,-1.2709415590352189
-0.2139340586808015,-1.1351017342240484
-0.20314725028899616,-1.2879650662548565
-0.18768938620445635,-1.0843454373217878
-0.20836352971710811,-1.2697602204399685
-0.19836000873194265,-1.3683587414191904
-0.20532544748129133,-1.2290063062753025
-0.1922441554496282,-1.2223172524248465
-0.19767588686398102,-1.2249804836997726
-0.21012039303879412,-1.2965144459871116
-0.2067685297003245,-1.1047465118344746
-0.2075521920055124,-0.9575628115967247
-0.19973914811257176,-1.0765163069925119
-0.20787522924663912,-1.176393541994481
-0.19571136808895437,-1.3627036331664046
-0.2138664117376381,-1.0972037339840193
-0.20881879273205015,-1.3939250728423358
-0.2033154141418425,-1.3427986709325015
-0.2016451320754494,-1.1637968794952078
-0.19705618597834304,-1.2021770102796585
-0.20721972233434294,-1.1078324928638963
-0.202242009542273,-1.0585669434640625
-0.19991711910280846,-1.3306420814993771
-0.18961420733330464,-1.0603007003395197
-0.19837095294844803,-1.3000094178838308
-0.20586699936236907,-1.1187362576448436
-0.20201351290575006,-1.0168551446698866
-0.2088603957828547,-1.3264815011676243
-0.21335351468834793,-1.245059286743602
-0.20165405940480982,-1.2756569730197072
-0.19337097538898143,-1.1880626867614388
-0.21046810517592,-1.30710620088785
-0.20008713093088062,-1.133256495490585
-0.20183511307244062,-1.3571981524290908
-0.1957690826441632,-1.0980923342676807
-0.2095601746073359,-1.4427608074719902
-0.20410590354196645,-1.159209474412742
-0.19377378816501475,-1.1658935600629876
-0.20159655100017781,-1.2725735994406862
-0.21188132825583766,-1.157138791111032
-0.20573382399512097,-1.2275485283492693
-0.19669255513140746,-1.209077667417665
-0.20231992726827167,-1.2842160313703885
-0.20047613408845177,-1.2675374512614659
-0.21526425604894364,-1.184215145239408
-0.19727150699899748,-1.120434110091027
-0.2003034570441439,-1.2816593870341197
-0.2001604369263335,-1.0499496321046389
-0.19957337728934832,-1.1980397562173986
-0.19588735169595275,-1.0443274003007494
-0.19748652440851572,-1.1226409170393734
-0.2099152824269754,-1.2496375161568123
-0.19573167247714401,-1.0757481731645009
-0.20334862059892395,-1.3866531144330878
-0.21092433357132032,-1.4234452368636763
-0.2085049904125755,-1.3189419714090378
-0.2024289525944375,-1.2565899362688304
-0.20144384479148,-1.0681082502999897
-0.19671527261543872,-1.1601611643416985
-0.21038563490298712,-1.227998968809046
-0.19681004216691336,-1.1276955324242286
-0.20807388651315045,-1.2024756267032355
-0.20373428860523982,-1.3511303692256265
-0.2047165338122364,-1.1952890829496219
-0.19645703826599353,-1.0523153077496912
-0.209498518949721,-1.0633465344498305
-0.2003684384080958,-1.3360596197101386
-0.20234030722453553,-1.2771138640953534
-0.20587239818738629,-1.2870565450773352
-0.20511017441042279,-1.4139184828674716
-0.19358807994796262,-1.2337614111033692
-0.207481993238237,-1.3633074146553352
-0.21548646111953074,-1.1246308485043164
-0.20035147567528885,-1.3338587583373536
-0.20475126775650726,-1.3054746357927556
-0.20125320002428435,-1.2692074869672947
-0.20047133779384155,-1.2548111095071035
-0.20864096809840108,-1.1785743335293
-0.20181387352186048,-1.1403560428501966
-0.2031427530865701,-1.276740926423405
-0.21103923760282917,-1.2636983000170696
-0.20072018865418514,-1.235382846937876
-0.20546820001307403,-1.057230312265013
-0.20713037741662543,-1.3748467492917529
-0.19811410062897136,-1.1627491840134179
-0.20950425297950748,-1.3381289280149269
-0.2144045964560143,-1.088331962855713
-0.2019861052578265,-1.215121157587942
-0.2030292601309138,-1.4125271155913268
-0.20715299888614486,-1.074899748418025
-0.20906315215776278,-1.169423482309285
-0.20625003724598165,-1.249842846329393
-0.1948257667341611,-1.2665700820420998
-0.21439685985254694,-1.2818567300547323
-0.2079912212542001,-1.0313563539033088
-0.19623104043784126,-1.1957486786234894
-0.20421544733642072,-1.3341319305225674
-0.21083455991235456,-1.2506603967880852
-0.20474955105041626,-1.3523246439838765
-0.19968239674652255,-1.2852735699543205
-0.19278084006452578,-1.3264427184082066
-0.19786971048709046,-1.014826800222423
-0.19976102386747155,-1.319515170475272
-0.2040330232739075,-1.2535853082041102
-0.20532562928114406,-1.2844819336104778
-0.20686410705639657,-1.231359809033089
-0.19858314794741352,-1.2168309276814626
-0.1978170706348063,-1.2193514972458281
-0.20899898994959804,-0.9793890712254207
-0.207359215025226,-1.187327869108643
-0.19671473124707578,-1.247612476259324
-0.2061384456946577,-1.3821764763576196
-0.2044841688829187,-1.142982982026989
-0.20389286093400116,-1.0536961969306566
-0.21131902160533073,-1.3420503228357286
-0.20240934079598172,-1.347527372490552
-0.2155951043383924,-1.2114915803525497
-0.20256526221314286,-1.1618590544311307
-0.19143402914142804,-1.275967811064391
-0.206053031078071,-1.2309395896718291
-0.20829789421192424,-1.1751911509135002
-0.2156511934468709,-1.2589123210669577
-0.2015915774999889,-1.2669481469922386
-0.20059651918583551,-1.1697477421389697
-0.20963703889958407,-1.1937561099940184
-0.2026056439414336,-1.217611311140423
-0.1957480902954873,-1.2075915434741362
-0.20486819328624642,-1.3183209343626636
-0.2034791609229988,-1.120509739856902
-0.20664892282401887,-1.49031263733364
-0.20015520827069483,-1.172942170953039
-0.19943300926086815,-1.3227234060868327
-0.19807460575680438,-1.3239844045617795
-0.18894680026003202,-1.021691901190799
-0.21143671823115678,-1.0321504590414994
-0.22022427966476432,-0.9972059773579691
-0.2009986485123253,-1.2515558186081883
-0.19265604144787357,-1.0320838804048773
-0.19791417109054793,-1.1271440345688042
-0.20937980532336606,-0.9640035542742103
-0.21422925583562014,-1.1128355177252471
-0.20815219491325973,-1.1106822800754355
-0.197211147755294,-1.0242432430918893
-0.19488409917335944,-1.3012725972608437
-0.20403765906282503,-1.0033251644723784
-0.201910980644349,-1.3814213183303206
-0.20343754778474255,-1.3210447406932522
-0.20082832829865366,-1.228695854127237
-0.1960215006489083,-1.1560560887424651
-0.196742893490612,-1.0792181315049658
-0.19870132767067722,-1.2388000754716177
-0.20579299806889925,-1.205192883427002
-0.2071479878457022,-1.3156704820833824
-0.20658208121934662,-1.27476770985345
-0.20477557632576948,-1.3574410687642529
-0.1913142017828198,-1.183461829929161
-0.19826681219932202,-1.2785672186450987
-0.20053263232542,-1.0352523000858822
-0.2017629964265889,-1.0792273244528812
-0.19838949607415016,-1.2986667080324046
-0.2035237652762112,-1.2096280806907471
-0.2047614856859709,-1.0791483536861188
-0.20905257718794965,-0.9894682496347909
-0.19769791012137844,-1.2650925783373712
-0.1967734961129829,-1.1335139566408172
-0.2036659868166557,-1.050267256914997
-0.20734101893618104,-1.1004481399042116
-0.19805460571717415,-1.0639528457476217
-0.20181550690045616,-0.9497750905822768
-0.21201680818234284,-1.4909715966871886
-0.19824272641398347,-1.103093179648889
-0.20489079153222736,-1.1388279021480296
-0.19728377897136556,-1.2299339001497558
-0.20618288583535357,-1.1516459185127466
