cent_price_cor,cent_trans_cor
-0.20532641,0.363418883
-0.24155693,0.369798401
-0.18321836,0.368864955
-0.22685038,0.361954937
-0.19965328,0.36495196
-0.2151919,0.370875872
-0.19444107,0.358502737
-0.21994674,0.362843094
-0.20044096,0.365225295
-0.20839947,0.367527165
-0.20401502,0.36700957
-0.18641914,0.369010435
-0.18232007,0.358489296
-0.1937,0.36508062
-0.21577825,0.371760048
-0.20745276,0.357192475
-0.19922832,0.35528394
-0.18836781,0.358526548
-0.20029864,0.36156443
-0.18012907,0.349776418
-0.14651833,0.359076267
-0.21215102,0.362691421
-0.21243554,0.360113953
-0.19837561,0.362508433
-0.18148609,0.361021104
-0.17627779,0.373562817
-0.22120826,0.356699972
-0.2083389,0.374366537
-0.24480103,0.366391942
-0.19755349,0.37228184
-0.20248388,0.364626864
-0.19909032,0.352219461
-0.23080681,0.37349023
-0.19320358,0.371339862
-0.19488573,0.358639577
-0.19996007,0.361468385
-0.19223134,0.352672097
-0.20641863,0.364537522
-0.16308184,0.359701424
-0.22060071,0.360699084
-0.18929012,0.359804996
-0.15582936,0.363474414
-0.23531386,0.355945128
-0.22766984,0.359792148
-0.21186881,0.373323523
-0.20894815,0.358211227
-0.21937007,0.35865319
-0.18942823,0.365180854
-0.15806957,0.359892777
-0.21128243,0.363568699
-0.2043242,0.370285216
-0.1938088,0.359938696
-0.20477758,0.36637378
-0.257041,0.355770563
-0.20462388,0.363354642
-0.20823222,0.353411028
-0.24000953,0.351058943
-0.20856197,0.365375655
-0.22251424,0.359883464
-0.22679622,0.364283641
-0.18301266,0.361022711
-0.19027708,0.371736677
-0.2192609,0.370596466
-0.20592599,0.365714342
-0.21606772,0.35907722
-0.22128077,0.364502116
-0.20284851,0.361876921
-0.20278448,0.35671712
-0.21141367,0.363486243
-0.19693789,0.366686236
-0.19532736,0.358187534
-0.21211913,0.368293269
-0.1610412,0.36366722
-0.21823357,0.357622807
-0.19255969,0.351459142
-0.18060346,0.357855228
-0.18936035,0.359655449
-0.21432456,0.360772483
-0.20403291,0.36895951
-0.20499565,0.358589956
-0.19184573,0.361810454
-0.17521924,0.36176677
-0.21033847,0.360562929
-0.19166252,0.351163446
-0.20808077,0.364213665
-0.20030679,0.365079029
-0.19625549,0.354559131
-0.16454518,0.365666661
-0.20843899,0.358997456
-0.20492616,0.357024534
-0.19780312,0.360866881
-0.19856831,0.366508729
-0.17253013,0.365956651
-0.23073122,0.353666558
-0.18685627,0.365142964
-0.19364813,0.375385096
-0.20710233,0.357629963
-0.22026624,0.357172073
-0.17002273,0.360195234
-0.20093042,0.360204726
-0.19797821,0.365941645
-0.26449567,0.368395643
-0.21483967,0.365313233
-0.18129078,0.379324997
-0.2133331,0.368193229
-0.2217456,0.366485636
-0.19138749,0.357463294
-0.21485557,0.37072425
-0.19890705,0.363300484
-0.18444419,0.362606689
-0.19116901,0.365035242
-0.20577773,0.356494336
-0.21600069,0.353497919
-0.20190449,0.364192076
-0.19358668,0.365730235
-0.13741948,0.37184898
-0.20235814,0.359510944
-0.21186516,0.360523869
-0.19857782,0.357511753
-0.20871787,0.362605781
-0.19924617,0.362431401
-0.20379996,0.366852245
-0.22014734,0.371221577
-0.22858267,0.359889004
-0.20392044,0.35490418
-0.22641148,0.364943529
-0.22297673,0.360600321
-0.2044245,0.359807145
-0.21272583,0.367343209
-0.21492416,0.357569037
-0.21034345,0.359274527
-0.18712664,0.373206637
-0.20975095,0.360025569
-0.19837002,0.362469256
-0.21037896,0.363183154
-0.2154258,0.361954865
-0.21381111,0.366957722
-0.20276174,0.356568745
-0.18874192,0.354399591
-0.2470834,0.35796919
-0.20111184,0.354545307
-0.22229396,0.353634761
-0.19185852,0.358945632
-0.21985602,0.35294971
-0.214514,0.35005523
-0.20945299,0.360111135
-0.20209096,0.359126867
-0.22401203,0.361231015
-0.19236262,0.3501705
-0.2279125,0.356516478
-0.2226349,0.365464595
-0.22396785,0.361687246
-0.20974162,0.367194851
-0.18677981,0.358189665
-0.24160928,0.356990496
-0.20830834,0.358510291
-0.18291996,0.358201901
-0.20453702,0.363431848
